,route_id,stop_id,stop_name
2356,30E,24,Kumaran Kottam - Trichy road
2357,30E,25,Ranganathapuram - Sulur
2358,30E,26,Sulur
2359,30E,27,Kalangal - Sulur
2360,30E,28,Appanaickenpatti
2361,30E,29,Selakkarachal



sno,route_id,stop_id,stop_name
2362,30F,1,Ukkadam
2363,30F,2,BigBazaar
2364,30F,3,Town Hall
2365,30F,4,Government Hospital
2366,30F,5,Rainbow - Trichy rd
2367,30F,6,Sreepathi/Kannan
2368,30F,7,Sungam
2369,30F,8,Olympus - Ramanathapuram
2370,30F,9,Ramanathapuram
2371,30F,10,Sowripalayam Pirivu
2372,30F,11,Iyer Hospital - Trichy rd
2373,30F,12,Central studio - SInganallur
2374,30F,13,Rajalakshmi mills/PERKS
2375,30F,14,Boat House - Singanallur
2376,30F,15,Housing Unit - Singanallur
2377,30F,16,Singanallur
2378,30F,17,Vasantha mills - Singanallur
2379,30F,18,Jai Shanthi - Singanallur
2380,30F,19,Ondipudur
2381,30F,20,Irugur Pirivu
2382,30F,21,Sinthamanipudur
2383,30F,22,Pappampatti Pirivu
2384,30F,23,Ravathur Pirivu
2385,30F,24,Kumaran Kottam - Trichy road
2386,30F,25,Ranganathapuram - Sulur
2387,30F,26,Sulur
2388,30F,27,RVS - Sulur
2389,30F,28,Kangeyampalayam
2390,30F,29,Sulur Aero
2391,30F,30,Karanampettai
2392,30F,31,Karugampalayam - Somanur
2393,30F,32,Samalapuram - Somanur
2394,30F,33,Somanur








sno,route_id,stop_id,stop_name
2395,30G,1,Ukkadam
2396,30G,2,BigBazaar
2397,30G,3,Town Hall
2398,30G,4,Government Hospital
2399,30G,5,Rainbow - Trichy rd
2400,30G,6,Sreepathi/Kannan
2401,30G,7,Sungam
2402,30G,8,Olympus - Ramanathapuram
2403,30G,9,Ramanathapuram
2404,30G,10,Sowripalayam Pirivu
2405,30G,11,Iyer Hospital - Trichy rd
2406,30G,12,Central studio - SInganallur
2407,30G,13,Rajalakshmi mills/PERKS
2408,30G,14,Boat House - Singanallur
2409,30G,15,Housing Unit - Singanallur
2410,30G,16,Singanallur
2411,30G,17,Vasantha mills - Singanallur
2412,30G,18,Jai Shanthi - Singanallur
2413,30G,19,Ondipudur
2414,30G,20,Irugur Pirivu
2415,30G,21,Sinthamanipudur
2416,30G,22,Pappampatti Pirivu
2417,30G,23,Ravathur Pirivu
2418,30G,24,Kumaran Kottam - Trichy road
2419,30G,25,Ranganathapuram - Sulur
2420,30G,26,Sulur
2421,30G,27,RVS - Sulur
2422,30G,28,Kangeyampalayam
2423,30G,29,Sulur Aero
2424,30G,30,Karanampettai
2425,30G,31,Karugampalayam - Somanur
2426,30G,32,Samalapuram - Somanur
2427,30G,33,Somanur




sno,route_id,stop_id,stop_name
2428,30H,1,Ukkadam
2429,30H,2,BigBazaar
2430,30H,3,Town Hall
2431,30H,4,Government Hospital
2432,30H,5,Rainbow - Trichy rd
2433,30H,6,Sreepathi/Kannan
2434,30H,7,Sungam
2435,30H,8,Olympus - Ramanathapuram
2436,30H,9,Ramanathapuram
2437,30H,10,Sowripalayam Pirivu
2438,30H,11,Iyer Hospital - Trichy rd
2439,30H,12,Central studio - SInganallur
2440,30H,13,Rajalakshmi mills/PERKS
2441,30H,14,Boat House - Singanallur
2442,30H,15,Housing Unit - Singanallur
2443,30H,16,Singanallur
2444,30H,17,Vasantha mills - Singanallur
2445,30H,18,Jai Shanthi - Singanallur
2446,30H,19,Ondipudur
2447,30H,20,Irugur Pirivu
2448,30H,21,Sinthamanipudur
2449,30H,22,Pappampatti Pirivu
2450,30H,23,Ravathur Pirivu
2451,30H,24,Kumaran Kottam - Trichy road
2452,30H,25,Ranganathapuram - Sulur
2453,30H,26,Sulur
2454,30H,27,Rasipalayam - Sulur
2455,30H,28,Mathappur - Somanur
2456,30H,29,Somanur

sno,route_id,stop_id,stop_name
2457,30J,1,Ukkadam
2458,30J,2,BigBazaar
2459,30J,3,Town Hall
2460,30J,4,Government Hospital
2461,30J,5,Rainbow - Trichy rd
2462,30J,6,Sreepathi/Kannan
2463,30J,7,Sungam
2464,30J,8,Olympus - Ramanathapuram
2465,30J,9,Ramanathapuram
2466,30J,10,Sowripalayam Pirivu
2467,30J,11,Iyer Hospital - Trichy rd
2468,30J,12,Central studio - SInganallur
2469,30J,13,Rajalakshmi mills/PERKS
2470,30J,14,Boat House - Singanallur
2471,30J,15,Housing Unit - Singanallur
2472,30J,16,Singanallur
2473,30J,17,Vasantha mills - Singanallur
2474,30J,18,Jai Shanthi - Singanallur
2475,30J,19,Ondipudur
2476,30J,20,Irugur Pirivu
2477,30J,21,Sinthamanipudur
2478,30J,22,Pappampatti Pirivu
2479,30J,23,Ravathur Pirivu
2480,30J,24,Kumaran Kottam - Trichy road
2481,30J,25,Ranganathapuram - Sulur
2482,30J,26,Sulur
2483,30J,27,RVS - Sulur
2484,30J,28,Kangeyampalayam
2485,30J,29,Sulur Aero



sno,route_id,stop_id,stop_name
2486,31A,1,Ondipudur
2487,31A,2,Jai Shanthi - Singanallur
2488,31A,3,Vasantha mills - Singanallur
2489,31A,4,Singanallur
2490,31A,5,Housing Unit - Singanallur
2491,31A,6,Boat House - Singanallur
2492,31A,7,Rajalakshmi mills/PERKS
2493,31A,8,Central studio - SInganallur
2494,31A,9,Iyer Hospital - Trichy rd
2495,31A,10,Sowripalayam Pirivu
2496,31A,11,Ramanathapuram
2497,31A,12,Olympus - Ramanathapuram
2498,31A,13,Sungam
2499,31A,14,Sreepathi/Kannan
2500,31A,15,Rainbow - Trichy rd
2501,31A,16,Government Hospital
2502,31A,17,Town Hall
2503,31A,18,BigBazaar
2504,31A,19,Ukkadam
2505,31A,20,Karumbukkadai - Ukkadam
2506,31A,21,Aathupalam/L&T tollbooth
2507,31A,22,Kuniamuthur
2508,31A,23,Edayarpalayam - Palghat rd
2509,31A,24,Kovaipudur Pirivu
2510,31A,25,Mailkal - Madukkarai
2511,31A,26,Madukkarai





sno,route_id,stop_id,stop_name
2512,31D,1,Neelambur
2513,31D,2,Chinniyampalayam
2514,31D,3,Rangasamy Goundan pudur
2515,31D,4,Thottipalayam Pirivu
2516,31D,5,Goldwins
2517,31D,6,KMCH - Avinashi rd
2518,31D,7,SITRA/Airport
2519,31D,8,PSG Arts
2520,31D,9,Polytechnic - Avinashi rd
2521,31D,10,CIT - CODISSIA
2522,31D,11,CMC - Avinashi rd
2523,31D,12,Hope College
2524,31D,13,Varatharaja Mills
2525,31D,14,PSG Krishnammal
2526,31D,15,PSG Tech - Peelamedu
2527,31D,16,Suguna Kalyana Mandapam
2528,31D,17,Nava India - Avinashi rd
2529,31D,18,Lakshmi Mills Junction
2530,31D,19,Residency
2531,31D,20,Anna Statue - Avinashi rd
2532,31D,21,VOC Park
2533,31D,22,Uppilipalayam - Avinashi rd
2534,31D,23,Collectorate/DSP
2535,31D,24,Railway Station
2536,31D,25,Government Hospital
2537,31D,26,Town Hall
2538,31D,27,BigBazaar
2539,31D,28,Ukkadam
2540,31D,29,Karumbukkadai - Ukkadam
2541,31D,30,Aathupalam/L&T tollbooth
2542,31D,31,Kurichi
2543,31D,32,Sundharapuram
2544,31D,33,SIDCO - Pollachi rd
2545,31D,34,Eachanari Rly gate
2546,31D,35,Rathinam Institutions
2547,31D,36,Eachanari
2548,31D,37,Karpagam University
2549,31D,38,Malumichampatti
2550,31D,39,Othakalmandapam
2551,31D,40,Arasipalayam

sno,route_id,stop_id,stop_name
2552,32,1,Gandhipuram
2553,32,2,100 feet/GP
2554,32,3,Kalyan - 100ft rd
2555,32,4,Karpagam Complex - 100ft
2556,32,5,Power House
2557,32,6,Sivanandha Colony
2558,32,7,Saibaba Kovil
2559,32,8,Eru Company - MTP rd
2560,32,9,Housing unit - Kovundampalayam
2561,32,10,Kavundampalayam
2562,32,11,Cheran Nagar - MTP rd
2563,32,12,ITI - MTP rd
2564,32,13,GN mills - MTP rd
2565,32,14,Vellakinar Pirivu - MTP rd
2566,32,15,Thudiyalur
2567,32,16,Vadamadurai
2568,32,17,NGGO Colony
2569,32,18,Kumaran mill - MTP rd
2570,32,19,Narasimmanaicken palayam
2571,32,20,Ramnarayana mill - MTP rd
2572,32,21,LMW - MTP rd
2573,32,22,Periyanaickenpalayam
sno,route_id,stop_id,stop_name
2574,32A,1,Railway Station
2575,32A,2,Government Hospital
2576,32A,3,Town Hall
2577,32A,4,Sukravarpettai
2578,32A,5,Marakkadai
2579,32A,6,Flower Market
2580,32A,7,North Coimbatore/Vadakovai
2581,32A,8,TVS - MTP rd
2582,32A,9,Muthu theatre - MTP rd
2583,32A,10,Murugan mills - MTP rd
2584,32A,11,Saibaba Kovil
2585,32A,12,Eru Company - MTP rd
2586,32A,13,Housing unit - Kovundampalayam
2587,32A,14,Kavundampalayam
2588,32A,15,Cheran Nagar - MTP rd
2589,32A,16,ITI - MTP rd
2590,32A,17,GN mills - MTP rd
2591,32A,18,Vellakinar Pirivu - MTP rd
2592,32A,19,Thudiyalur
2593,32A,20,Vadamadurai
2594,32A,21,NGGO Colony
2595,32A,22,Kumaran mill - MTP rd
2596,32A,23,Narasimmanaicken palayam
2597,32A,24,Ramnarayana mill - MTP rd
2598,32A,25,LMW - MTP rd
2599,32A,26,Periyanaickenpalayam
2600,32A,27,Pricol - MTP rd
2601,32A,28,Jothipuram
2602,32A,29,Veerapandi Pirivu - MTP rd
2603,32A,30,Press Colony - MTP rd
sno,route_id,stop_id,stop_name
2604,32B,1,Ukkadam
2605,32B,2,BigBazaar
2606,32B,3,Town Hall
2607,32B,4,Sukravarpettai
2608,32B,5,Marakkadai
2609,32B,6,Flower Market
2610,32B,7,North Coimbatore/Vadakovai
2611,32B,8,TVS - MTP rd
2612,32B,9,Muthu theatre - MTP rd
2613,32B,10,Murugan mills - MTP rd
2614,32B,11,Saibaba Kovil
2615,32B,12,Eru Company - MTP rd
2616,32B,13,Housing unit - Kovundampalayam
2617,32B,14,Kavundampalayam
2618,32B,15,Cheran Nagar - MTP rd
2619,32B,16,ITI - MTP rd
2620,32B,17,GN mills - MTP rd
2621,32B,18,Vellakinar Pirivu - MTP rd
2622,32B,19,Thudiyalur
2623,32B,20,Vadamadurai
2624,32B,21,NGGO Colony
2625,32B,22,Kumaran mill - MTP rd
2626,32B,23,Narasimmanaicken palayam
2627,32B,24,Ramnarayana mill - MTP rd
2628,32B,25,LMW - MTP rd
2629,32B,26,Periyanaickenpalayam
sno,route_id,stop_id,stop_name
2630,32C,1,Railway Station
2631,32C,2,Government Hospital
2632,32C,3,Town Hall
2633,32C,4,Sukravarpettai
2634,32C,5,Marakkadai
2635,32C,6,Flower Market
2636,32C,7,North Coimbatore/Vadakovai
2637,32C,8,TVS - MTP rd
2638,32C,9,Muthu theatre - MTP rd
2639,32C,10,Murugan mills - MTP rd
2640,32C,11,Saibaba Kovil
2641,32C,12,Eru Company - MTP rd
2642,32C,13,Housing unit - Kovundampalayam
2643,32C,14,Kavundampalayam
2644,32C,15,Cheran Nagar - MTP rd
2645,32C,16,ITI - MTP rd
2646,32C,17,GN mills - MTP rd
2647,32C,18,Vellakinar Pirivu - MTP rd
2648,32C,19,Thudiyalur
2649,32C,20,Vadamadurai
2650,32C,21,NGGO Colony
2651,32C,22,Kumaran mill - MTP rd
2652,32C,23,Narasimmanaicken palayam
2653,32C,24,Ramnarayana mill - MTP rd
2654,32C,25,LMW - MTP rd
2655,32C,26,Periyanaickenpalayam
sno,route_id,stop_id,stop_name
2656,32D,1,Railway Station
2657,32D,2,Government Hospital
2658,32D,3,Town Hall
2659,32D,4,Sukravarpettai
2660,32D,5,Marakkadai
2661,32D,6,Flower Market
2662,32D,7,North Coimbatore/Vadakovai
2663,32D,8,TVS - MTP rd
2664,32D,9,Muthu theatre - MTP rd
2665,32D,10,Murugan mills - MTP rd
2666,32D,11,Saibaba Kovil
2667,32D,12,Eru Company - MTP rd
2668,32D,13,Housing unit - Kovundampalayam
2669,32D,14,Kavundampalayam
2670,32D,15,Cheran Nagar - MTP rd
2671,32D,16,ITI - MTP rd
2672,32D,17,GN mills - MTP rd
2673,32D,18,Vellakinar Pirivu - MTP rd
2674,32D,19,Thudiyalur
2675,32D,20,Vadamadurai
2676,32D,21,NGGO Colony
2677,32D,22,Kumaran mill - MTP rd
2678,32D,23,Narasimmanaicken palayam
2679,32D,24,Ramnarayana mill - MTP rd
2680,32D,25,LMW - MTP rd
2681,32D,26,Periyanaickenpalayam
2682,32D,27,Pricol - MTP rd
2683,32D,28,Jothipuram
2684,32D,29,Veerapandi Pirivu - MTP rd
2685,32D,30,Ravathur Pirivu
2686,32D,31,Kumaran Kottam - Trichy road
2687,32D,32,Ranganathapuram - Sulur
2688,32D,33,Sulur
2689,32D,34,Rasipalayam - Sulur
2690,32D,35,Mathappur - Somanur
2691,32D,36,Somanur
sno,route_id,stop_id,stop_name
2692,32E,1,Railway Station
2693,32E,2,Government Hospital
2694,32E,3,Town Hall
2695,32E,4,Sukravarpettai
2696,32E,5,Marakkadai
2697,32E,6,Flower Market
2698,32E,7,North Coimbatore/Vadakovai
2699,32E,8,TVS - MTP rd
2700,32E,9,Muthu theatre - MTP rd
2701,32E,10,Murugan mills - MTP rd
2702,32E,11,Saibaba Kovil
2703,32E,12,Eru Company - MTP rd
2704,32E,13,Housing unit - Kovundampalayam
2705,32E,14,Kavundampalayam
2706,32E,15,Cheran Nagar - MTP rd
2707,32E,16,ITI - MTP rd
2708,32E,17,GN mills - MTP rd
2709,32E,18,Vellakinar Pirivu - MTP rd
2710,32E,19,Thudiyalur
2711,32E,20,Vadamadurai
2712,32E,21,NGGO Colony
2713,32E,22,Kumaran mill - MTP rd
2714,32E,23,Narasimmanaicken palayam
2715,32E,24,Ramnarayana mill - MTP rd
2716,32E,25,LMW - MTP rd
2717,32E,26,Periyanaickenpalayam
2718,32E,27,Pricol - MTP rd
2719,32E,28,Jothipuram
2720,32E,29,Veerapandi Pirivu - MTP rd
2721,32E,30,Press Colony - MTP rd
sno,route_id,stop_id,stop_name
2722,32G,1,Gandhipuram
2723,32G,2,100 feet/GP
2724,32G,3,Kalyan - 100ft rd
2725,32G,4,Karpagam Complex - 100ft
2726,32G,5,Power House
2727,32G,6,Sivanandha Colony
2728,32G,7,Saibaba Kovil
2729,32G,8,Eru Company - MTP rd
2730,32G,9,Housing unit - Kovundampalayam
2731,32G,10,Kavundampalayam
2732,32G,11,Cheran Nagar - MTP rd
2733,32G,12,ITI - MTP rd
2734,32G,13,GN mills - MTP rd
2735,32G,14,Vellakinar Pirivu - MTP rd
2736,32G,15,Thudiyalur
2737,32G,16,Vadamadurai
2738,32G,17,NGGO Colony
2739,32G,18,Kumaran mill - MTP rd
2740,32G,19,Narasimmanaicken palayam
2741,32G,20,Ramnarayana mill - MTP rd
2742,32G,21,LMW - MTP rd
2743,32G,22,Periyanaickenpalayam
2744,32G,23,Pricol - MTP rd
2745,32G,24,Jothipuram
2746,32G,25,Veerapandi Pirivu - MTP rd
2747,32G,26,Vellamadai
sno,route_id,stop_id,stop_name
2748,32H,1,Ukkadam
2749,32H,2,BigBazaar
2750,32H,3,Town Hall
2751,32H,4,Sukravarpettai
2752,32H,5,Marakkadai
2753,32H,6,Flower Market
2754,32H,7,North Coimbatore/Vadakovai
2755,32H,8,TVS - MTP rd
2756,32H,9,Muthu theatre - MTP rd
2757,32H,10,Murugan mills - MTP rd
2758,32H,11,Saibaba Kovil
2759,32H,12,Eru Company - MTP rd
2760,32H,13,Housing unit - Kovundampalayam
2761,32H,14,Kavundampalayam
2762,32H,15,Cheran Nagar - MTP rd
2763,32H,16,ITI - MTP rd
2764,32H,17,GN mills - MTP rd
2765,32H,18,Vellakinar Pirivu - MTP rd
2766,32H,19,Thudiyalur
2767,32H,20,Vadamadurai
2768,32H,21,NGGO Colony
2769,32H,22,Kumaran mill - MTP rd
2770,32H,23,Narasimmanaicken palayam
2771,32H,24,Ramnarayana mill - MTP rd
2772,32H,25,LMW - MTP rd
2773,32H,26,Periyanaickenpalayam
sno,route_id,stop_id,stop_name
2784,32K,1,Railway Station
2785,32K,2,Government Hospital
2786,32K,3,Town Hall
2787,32K,4,Sukravarpettai
2788,32K,5,Marakkadai
2789,32K,6,Flower Market
2790,32K,7,North Coimbatore/Vadakovai
2791,32K,8,TVS - MTP rd
2792,32K,9,Muthu theatre - MTP rd
2793,32K,10,Murugan mills - MTP rd
2794,32K,11,Saibaba Kovil
2795,32K,12,Eru Company - MTP rd
2796,32K,13,Housing unit - Kovundampalayam
2797,32K,14,Kavundampalayam
2798,32K,15,Cheran Nagar - MTP rd
2799,32K,16,ITI - MTP rd
2800,32K,17,GN mills - MTP rd
2801,32K,18,Vellakinar Pirivu - MTP rd
2802,32K,19,Thudiyalur
2803,32K,20,Vadamadurai
2804,32K,21,NGGO Colony
2805,32K,22,Kumaran mill - MTP rd
2806,32K,23,Narasimmanaicken palayam
2807,32K,24,Ramnarayana mill - MTP rd
2808,32K,25,LMW - MTP rd
2809,32K,26,Periyanaickenpalayam
sno,route_id,stop_id,stop_name
2810,32M,1,Railway Station
2811,32M,2,Government Hospital
2812,32M,3,Town Hall
2813,32M,4,Sukravarpettai
2814,32M,5,Marakkadai
2815,32M,6,Flower Market
2816,32M,7,North Coimbatore/Vadakovai
2817,32M,8,TVS - MTP rd
2818,32M,9,Muthu theatre - MTP rd
2819,32M,10,Murugan mills - MTP rd
2820,32M,11,Saibaba Kovil
2821,32M,12,Eru Company - MTP rd
2822,32M,13,Housing unit - Kovundampalayam
2823,32M,14,Kavundampalayam
2824,32M,15,Cheran Nagar - MTP rd
2825,32M,16,ITI - MTP rd
2826,32M,17,GN mills - MTP rd
2827,32M,18,Vellakinar Pirivu - MTP rd
2828,32M,19,Thudiyalur
2829,32M,20,Vadamadurai
2830,32M,21,NGGO Colony
2831,32M,22,Kumaran mill - MTP rd
2832,32M,23,Narasimmanaicken palayam
2833,32M,24,Ramnarayana mill - MTP rd
2834,32M,25,LMW - MTP rd
2835,32M,26,Periyanaickenpalayam
2836,32M,27,Pricol - MTP rd
2837,32M,28,Jothipuram
2838,32M,29,Veerapandi Pirivu - MTP rd
sno,route_id,stop_id,stop_name
2839,33,1,Railway Station
2840,33,2,Government Hospital
2841,33,3,Town Hall
2842,33,4,BigBazaar
2843,33,5,Ukkadam
2844,33,6,Karumbukkadai - Ukkadam
2845,33,7,Aathupalam/L&T tollbooth
2846,33,8,Kurichi
2847,33,9,Sundharapuram
2848,33,10,SIDCO - Pollachi rd
2849,33,11,Eachanari Rly gate
2850,33,12,Rathinam Institutions
2851,33,13,Eachanari
2852,33,14,Karpagam University
2853,33,15,Malumichampatti
2854,33,16,Othakalmandapam
2855,33,17,Myleripalayam Pirivu
2856,33,18,Kinathukadavu
sno,route_id,stop_id,stop_name
2859,33A,1,Gandhipuram
2860,33A,2,Alankar - Nanjappa rd
2861,33A,3,Park Gate - Nanjappa rd
2862,33A,4,VOC Park
2863,33A,5,Uppilipalayam - Avinashi rd
2864,33A,6,Collectorate/DSP
2865,33A,7,Railway Station
2866,33A,8,Government Hospital
2867,33A,9,Town Hall
2868,33A,10,BigBazaar
2869,33A,11,Ukkadam
2870,33A,12,Karumbukkadai - Ukkadam
2871,33A,13,Aathupalam/L&T tollbooth
2872,33A,14,Kurichi
2873,33A,15,Sundharapuram
2874,33A,16,SIDCO - Pollachi rd
2875,33A,17,Eachanari Rly gate
2876,33A,18,Rathinam Institutions
2877,33A,19,Eachanari
2878,33A,20,Karpagam University
2879,33A,21,Malumichampatti
2880,33A,22,Othakalmandapam
2881,33A,23,Myleripalayam Pirivu
2882,33A,24,Kinathukadavu
sno,route_id,stop_id,stop_name
2883,33B,1,Gandhipuram
2884,33B,2,Alankar - Nanjappa rd
2885,33B,3,Park Gate - Nanjappa rd
2886,33B,4,VOC Park
2887,33B,5,Uppilipalayam - Avinashi rd
2888,33B,6,Collectorate/DSP
2889,33B,7,Railway Station
2890,33B,8,Government Hospital
2891,33B,9,Town Hall
2892,33B,10,BigBazaar
2893,33B,11,Ukkadam
2894,33B,12,Karumbukkadai - Ukkadam
2895,33B,13,Aathupalam/L&T tollbooth
2896,33B,14,Kurichi
2897,33B,15,Sundharapuram
2898,33B,16,SIDCO - Pollachi rd
2899,33B,17,Eachanari Rly gate
2900,33B,18,Rathinam Institutions
2901,33B,19,Eachanari
2902,33B,20,Karpagam University
2903,33B,21,Malumichampatti
2904,33B,22,Othakalmandapam
2905,33B,23,Myleripalayam Pirivu
2906,33B,24,Kinathukadavu
sno,route_id,stop_id,stop_name
2907,33C,1,Railway Station
2908,33C,2,Government Hospital
2909,33C,3,Town Hall
2910,33C,4,BigBazaar
2911,33C,5,Ukkadam
2912,33C,6,Karumbukkadai - Ukkadam
2913,33C,7,Aathupalam/L&T tollbooth
2914,33C,8,Kurichi
2915,33C,9,Sundharapuram
2916,33C,10,SIDCO - Pollachi rd
2917,33C,11,Eachanari Rly gate
2918,33C,12,Rathinam Institutions
2919,33C,13,Eachanari
2920,33C,14,Karpagam University
2921,33C,15,Malumichampatti
2922,33C,16,Othakalmandapam
2923,33C,17,Myleripalayam Pirivu
2924,33C,18,Kinathukadavu
sno,route_id,stop_id,stop_name
2925,33D,1,Railway Station
2926,33D,2,Government Hospital
2927,33D,3,Town Hall
2928,33D,4,BigBazaar
2929,33D,5,Ukkadam
2930,33D,6,Karumbukkadai - Ukkadam
2931,33D,7,Aathupalam/L&T tollbooth
2932,33D,8,Kurichi
2933,33D,9,Sundharapuram
2934,33D,10,SIDCO - Pollachi rd
2935,33D,11,Eachanari Rly gate
2936,33D,12,Rathinam Institutions
2937,33D,13,Eachanari
2938,33D,14,Karpagam University
2939,33D,15,Malumichampatti
2940,33D,16,Othakalmandapam
2941,33D,17,Myleripalayam Pirivu
2942,33D,18,Kinathukadavu
sno,route_id,stop_id,stop_name
2925,33D,1,Railway Station
2926,33D,2,Government Hospital
2927,33D,3,Town Hall
2928,33D,4,BigBazaar
2929,33D,5,Ukkadam
2930,33D,6,Karumbukkadai - Ukkadam
2931,33D,7,Aathupalam/L&T tollbooth
2932,33D,8,Kurichi
2933,33D,9,Sundharapuram
2934,33D,10,SIDCO - Pollachi rd
2935,33D,11,Eachanari Rly gate
2936,33D,12,Rathinam Institutions
2937,33D,13,Eachanari
2938,33D,14,Karpagam University
2939,33D,15,Malumichampatti
2940,33D,16,Othakalmandapam
2941,33D,17,Myleripalayam Pirivu
2942,33D,18,Kinathukadavu
sno,route_id,stop_id,stop_name
2943,33E,1,Town Hall
2944,33E,2,BigBazaar
2945,33E,3,Ukkadam
2946,33E,4,Karumbukkadai - Ukkadam
2947,33E,5,Aathupalam/L&T tollbooth
2948,33E,6,Kurichi
2949,33E,7,Sundharapuram
2950,33E,8,SIDCO - Pollachi rd
2951,33E,9,Eachanari Rly gate
2952,33E,10,Rathinam Institutions
2953,33E,11,Eachanari
2954,33E,12,Karpagam University
2955,33E,13,Malumichampatti
2956,33E,14,Othakalmandapam
2957,33E,15,Myleripalayam Pirivu
2958,33E,16,Kinathukadavu
sno,route_id,stop_id,stop_name
2959,33F,1,Ukkadam
2960,33F,2,Karumbukkadai - Ukkadam
2961,33F,3,Aathupalam/L&T tollbooth
2962,33F,4,Kurichi
2963,33F,5,Sundharapuram
2964,33F,6,SIDCO - Pollachi rd
2965,33F,7,Eachanari Rly gate
2966,33F,8,Rathinam Institutions
2967,33F,9,Eachanari
2968,33F,10,Karpagam University
2969,33F,11,Malumichampatti
2970,33F,12,Othakalmandapam
2971,33F,13,Myleripalayam Pirivu
2972,33F,14,Kinathukadavu
sno,route_id,stop_id,stop_name
2973,33G,1,Railway Station
2974,33G,2,Government Hospital
2975,33G,3,Town Hall
2976,33G,4,BigBazaar
2977,33G,5,Ukkadam
2978,33G,6,Karumbukkadai - Ukkadam
2979,33G,7,Aathupalam/L&T tollbooth
2980,33G,8,Kurichi
2981,33G,9,Sundharapuram
2982,33G,10,SIDCO - Pollachi rd
2983,33G,11,Eachanari Rly gate
2984,33G,12,Rathinam Institutions
2985,33G,13,Eachanari
2986,33G,14,Karpagam University
2987,33G,15,Malumichampatti
2988,33G,16,Othakalmandapam
2989,33G,17,Myleripalayam Pirivu
2990,33G,18,Kinathukadavu
sno,route_id,stop_id,stop_name
2991,34,1,Ramanathapuram
2992,34,2,Olympus - Ramanathapuram
2993,34,3,Sungam
2994,34,4,Sreepathi/Kannan
2995,34,5,Rainbow - Trichy rd
2996,34,6,Government Hospital
2997,34,7,Town Hall
2998,34,8,Sukravarpettai
2999,34,9,Marakkadai
3000,34,10,Gandhi Park
3001,34,11,Pal Company(Aavin)
3002,34,12,Lawley Road
3003,34,13,GCT - Thadagam rd
3004,34,14,Venkittapuram
3005,34,15,Velandipalayam
3006,34,16,Kovilmedu
3007,34,17,Sivaji Colony - Thadagam rd
3008,34,18,Edayarpalayam - Thadagam rd
3009,34,19,TVS Nagar - Thadagam rd
3010,34,20,KNG Pudur
3011,34,21,Kanuvai
3012,34,22,Somayanur - Thadagam rd
3013,34,23,Chinna Thadagam
3014,34,24,Thadagam/Anuvavi temple
sno,route_id,stop_id,stop_name
3015,35,1,Aavarampalayam
3016,35,2,Ramakrishna Hospital
3017,35,3,Womens Polytechnic
3018,35,4,Gandhipuram
3019,35,5,Alankar - Nanjappa rd
3020,35,6,Park Gate - Nanjappa rd
3021,35,7,VOC Park
3022,35,8,Uppilipalayam - Avinashi rd
3023,35,9,Collectorate/DSP
3024,35,10,Railway Station
3025,35,11,Government Hospital
3026,35,12,Town Hall
3027,35,13,Karuppagoundan st
3028,35,14,Chetti veedhi - Perur rd
3029,35,15,Shivalaya - Perur rd
3030,35,16,Muthusamy Colony - Selvapuram
3031,35,17,LIC Colony - Selvapuram
3032,35,18,Telungupalayam Pirivu - Perur
3033,35,19,Aathupalam - Perur rd
3034,35,20,Tamil kalloori - Perur
3035,35,21,Perur
3036,35,22,Kovai Kondattam
3037,35,23,Mathampatti
3038,35,24,Karadimadai
sno,route_id,stop_id,stop_name
3039,35A,1,Gandhipuram
3040,35A,2,100 feet/GP
3041,35A,3,Kalyan - 100ft rd
3042,35A,4,Karpagam Complex - 100ft
3043,35A,5,Power House
3044,35A,6,North Coimbatore/Vadakovai
3045,35A,7,Savitha Hall - R.S.Puram
3046,35A,8,Post Office - R.S.Puram
3047,35A,9,Annapoorna - R.S.Puram
3048,35A,10,Kennedy - R.S.Puram
3049,35A,11,Gandhi Park
3050,35A,12,Veera Keralam
3051,35A,13,Vedapatti
3052,35A,14,Onapalayam - Thondamuthur rd
3053,35A,15,Kulathupalayam
3054,35A,16,Thondamuthur
3055,35A,17,Mathampatti
3056,35A,18,Karadimadai
sno,route_id,stop_id,stop_name
3057,36,1,PN pudur - Vadavalli
3058,36,2,Agricultural University
3059,36,3,Lawley Road
3060,36,4,Pal Company(Aavin)
3061,36,5,Gandhi Park
3062,36,6,Kennedy - R.S.Puram
3063,36,7,Annapoorna - R.S.Puram
3064,36,8,Post Office - R.S.Puram
3065,36,9,Savitha Hall - R.S.Puram
3066,36,10,North Coimbatore/Vadakovai
3067,36,11,Power House
3068,36,12,Karpagam Complex - 100ft
3069,36,13,Kalyan - 100ft rd
3070,36,14,100 feet/GP
3071,36,15,Gandhipuram
3072,36,16,Womens Polytechnic
3073,36,17,Mani School/GKNM Hospl
3074,36,18,Lakshmi Mills Junction
3075,36,19,Nava India - Avinashi rd
3076,36,20,Suguna Kalyana Mandapam
3077,36,21,PSG Tech - Peelamedu
3078,36,22,PSG Krishnammal
3079,36,23,Varatharaja Mills
3080,36,24,Hope College
3081,36,25,Manis Theatre
3082,36,26,Ramanuja Nagar
3083,36,27,LIONs - Singanallur
3084,36,28,ESI - Singanallur
